"lead_id","quote_qty","quote_price","lead_success","job_id","created_date","cust_id","location_id","sales_agent_id","sales_class_id"
425212,458900,0.78,"Y",341926,20130104,2593,3,1320,4
425213,90700,0.80,"Y",341927,20131002,2750,8,1133,5
425214,635800,0.76,"Y",341928,20130627,2578,9,1302,5
425215,558800,0.77,"Y",341929,20140321,2601,8,1618,4
425216,66400,1.60,"Y",341930,20131112,2672,2,1397,2
425217,225300,1.58,"Y",341931,20141114,2655,7,1364,2
425218,87000,0.80,"Y",341932,20130716,2757,3,1397,6
425219,417900,1.55,"Y",341933,20140523,2538,10,1192,2
425220,1206600,0.73,"Y",341934,20130823,2954,3,1576,4
425221,42400,1.60,"Y",341935,20140704,2831,5,1395,2
425222,923300,0.74,"Y",341936,20130529,2928,10,1229,3
425223,1072500,0.74,"N",NULL,20130627,2899,11,1244,4
425224,126500,1.58,"Y",341937,20140819,2892,4,1533,1
425225,360500,0.78,"Y",341938,20141230,2837,7,1459,5
425226,1039500,1.47,"N",NULL,20140819,2815,8,1229,2
425227,1130300,0.73,"Y",341939,20140116,2519,3,1299,4
425228,891100,1.49,"Y",341940,20140812,2650,2,1539,2
425229,651500,0.76,"Y",341941,20130705,2561,9,1350,5
425230,339700,0.78,"Y",341942,20140115,2515,8,1513,5
425231,265600,0.78,"Y",341943,20141105,2612,7,1560,3
425232,88200,1.60,"Y",341944,20140321,2703,9,1556,2
425233,1033800,1.47,"Y",341945,20131004,2659,8,1126,2
425234,686100,1.52,"N",NULL,20130211,2558,4,1305,2
425235,507900,0.77,"Y",341946,20130731,2856,2,1464,3
425236,228200,1.58,"Y",341947,20140808,2997,10,1548,2
425237,918700,0.74,"Y",341948,20140213,2646,8,1261,3
425238,262700,0.78,"Y",341949,20141226,2601,3,1559,4
425239,261700,1.57,"Y",341950,20130227,2535,9,1489,1
425240,644500,0.76,"Y",341951,20141117,2941,11,1508,4
425241,778000,1.50,"Y",341952,20131120,2707,2,1311,1
425242,413200,1.55,"Y",341953,20141015,2953,10,1424,2
425243,1064600,1.47,"Y",341954,20141209,2617,2,1351,1
425244,1017900,0.74,"Y",341955,20130531,2537,7,1210,4
425245,150000,0.79,"Y",341956,20140730,2599,10,1296,6
425246,970900,0.74,"Y",341957,20130621,2766,2,1512,6
425247,275000,0.78,"Y",341958,20130123,2527,7,1581,6
425248,132900,1.58,"Y",341959,20140213,2679,9,1460,2
425249,219200,0.79,"N",NULL,20130220,2868,10,1261,3
425250,1246600,1.46,"Y",341960,20131018,2682,12,1424,1
425251,661000,0.76,"Y",341961,20130128,2714,9,1412,5
425252,272600,0.78,"N",NULL,20141223,2578,8,1335,4
425253,230400,0.79,"Y",341962,20140722,2622,6,1541,6
425254,68000,0.80,"Y",341963,20140114,2698,11,1167,6
425255,1038800,0.74,"Y",341964,20140108,2529,6,1518,5
425256,1164500,1.46,"Y",341965,20141112,2835,12,1611,2
425257,68900,1.60,"N",NULL,20130307,2978,2,1613,1
425258,567300,0.77,"Y",341966,20130605,2898,11,1481,4
425259,516400,0.77,"Y",341967,20140507,2858,2,1566,5
425260,952500,0.74,"Y",341968,20131010,2798,9,1529,5
425261,656400,0.76,"Y",341969,20130521,2623,2,1422,3
425262,630500,0.76,"Y",341970,20130424,2667,10,1416,6
425263,1204400,0.73,"Y",341971,20140618,2957,2,1147,6
425264,1180800,1.46,"Y",341972,20130204,2559,12,1336,1
425265,784000,1.50,"Y",341973,20131128,2605,7,1315,1
425266,590700,0.77,"Y",341974,20140422,2652,10,1150,6
425267,296200,0.78,"Y",341975,20130501,2971,5,1237,4
425268,153500,1.58,"Y",341976,20131009,2821,2,1315,1
425269,1004100,0.74,"Y",341977,20130204,2980,3,1197,6
425270,287400,0.78,"Y",341978,20141017,2953,7,1230,5
425271,757800,0.75,"Y",341979,20130917,2839,1,1147,6
425272,359400,1.57,"Y",341980,20140613,2668,9,1559,1
425273,493900,0.78,"Y",341981,20130704,2809,1,1344,3
425274,1110600,0.74,"Y",341982,20140515,2647,9,1608,6
425275,1019500,0.74,"Y",341983,20130909,2642,5,1185,3
425276,102000,0.80,"N",NULL,20140113,2997,3,1126,3
425277,76500,0.80,"Y",341984,20140324,2986,9,1536,5
425278,406600,0.78,"Y",341985,20130405,2756,9,1346,6
425279,1123400,0.74,"Y",341986,20140512,2735,8,1490,3
425280,915400,0.74,"Y",341987,20140919,2672,8,1466,5
425281,275500,0.78,"Y",341988,20140618,2585,2,1497,3
425282,1123300,0.74,"Y",341989,20140506,2957,5,1375,3
425283,669600,0.76,"N",NULL,20130510,2535,5,1151,5
425284,325200,1.57,"Y",341990,20130801,2765,1,1545,2
425285,821500,0.75,"Y",341991,20141017,2765,10,1552,6
425286,237200,0.79,"Y",341992,20140708,2594,10,1150,3
425287,1199300,0.73,"Y",341993,20130506,2711,5,1530,5
425288,1053600,1.47,"Y",341994,20130305,2574,10,1568,2
425289,425000,0.78,"Y",341995,20140526,2638,7,1468,3
425290,812500,0.75,"Y",341996,20130319,2606,12,1275,3
425291,92800,1.60,"Y",341997,20130729,2610,3,1352,1
425292,393700,1.55,"Y",341998,20140918,2621,7,1389,1
425293,1040200,0.74,"Y",341999,20141009,2945,10,1412,3
425294,354300,0.78,"Y",342000,20131021,2737,10,1442,5
425295,489800,0.78,"Y",342001,20140819,2962,3,1455,3
425296,773100,0.75,"Y",342002,20141125,2633,3,1376,3
425297,778200,0.75,"Y",342003,20140522,2915,12,1495,3
425298,119100,1.60,"N",NULL,20131219,2587,4,1539,2
425299,984800,0.74,"Y",342004,20130103,2804,10,1139,4
425300,795700,0.75,"N",NULL,20131105,2878,2,1460,4
425301,413200,0.78,"Y",342005,20130201,2712,4,1493,6
425302,990500,0.74,"Y",342006,20140217,2949,2,1357,5
425303,379700,0.78,"Y",342007,20130813,2918,6,1348,4
425304,372000,0.78,"Y",342008,20130124,2855,10,1153,5
425305,1153600,0.73,"Y",342009,20130312,2566,9,1218,5
425306,509900,0.77,"Y",342010,20141205,2585,2,1356,4
425307,605800,1.54,"Y",342011,20130125,2523,2,1219,1
425308,673900,0.76,"Y",342012,20130419,2535,10,1183,4
425309,327800,1.57,"Y",342013,20130327,2814,1,1376,1
425310,233400,0.79,"Y",342014,20130212,2896,3,1550,4
425311,1196600,0.73,"Y",342015,20130603,2528,3,1254,4
425312,703800,0.76,"N",NULL,20130612,2740,4,1363,4
425313,541200,1.54,"Y",342016,20140915,2506,5,1242,2
425314,783700,0.75,"N",NULL,20130307,2817,5,1226,6
425315,1132700,0.73,"Y",342017,20140128,2931,7,1497,5
425316,557800,0.77,"Y",342018,20130510,2583,4,1405,3
425317,189800,0.79,"Y",342019,20131025,2586,8,1151,5
425318,992200,1.49,"Y",342020,20130207,2710,9,1529,1
425319,301900,1.57,"Y",342021,20130729,2944,6,1605,2
425320,1016700,1.47,"Y",342022,20131029,2666,3,1314,2
425321,1035600,0.74,"Y",342023,20140709,2952,11,1506,4
425322,1047800,0.74,"Y",342024,20140416,2905,7,1428,6
425323,1001300,0.74,"Y",342025,20130208,2906,10,1440,5
425324,93500,0.80,"Y",342026,20130502,2755,8,1222,3
425325,57100,0.80,"N",NULL,20130821,2749,3,1245,4
425326,245100,0.79,"N",NULL,20130801,2962,1,1438,6
425327,897600,0.74,"Y",342027,20140707,2972,9,1404,5
425328,676400,0.76,"Y",342028,20141124,2840,8,1147,4
425329,949200,0.74,"N",NULL,20140206,2810,1,1543,6
425330,650400,0.76,"N",NULL,20130913,2883,12,1151,3
425331,547200,1.54,"Y",342029,20141008,2928,6,1244,2
425332,315700,0.78,"Y",342030,20140404,2644,6,1192,3
425333,602000,0.77,"Y",342031,20130619,2763,12,1190,4
425334,540200,1.54,"Y",342032,20140709,2793,5,1388,2
425335,808300,0.75,"Y",342033,20140916,2841,8,1467,5
425336,156100,0.79,"Y",342034,20130206,2873,2,1380,4
425337,623600,0.77,"Y",342035,20140529,2511,6,1369,5
425338,778000,1.50,"Y",342036,20140331,2650,11,1408,2
425339,831600,0.75,"Y",342037,20130814,2617,4,1392,3
425340,972400,0.74,"Y",342038,20141028,2793,8,1179,4
425341,110900,0.80,"N",NULL,20130221,2535,4,1176,5
425342,655400,0.76,"N",NULL,20140814,2536,7,1254,3
425343,124300,0.80,"N",NULL,20130114,2541,7,1454,3
425344,990400,0.74,"Y",342039,20131018,2532,8,1254,3
425345,933400,0.74,"Y",342040,20130211,2673,12,1462,4
425346,1208300,1.46,"Y",342041,20130409,2761,11,1446,2
425347,366900,1.57,"Y",342042,20141112,2800,12,1286,1
425348,189000,0.79,"Y",342043,20130408,2507,2,1502,5
425349,385100,0.78,"N",NULL,20130411,2619,9,1228,6
425350,442500,0.78,"Y",342044,20131014,2676,10,1616,5
425351,159100,1.58,"Y",342045,20130402,2510,12,1369,2
425352,802400,0.75,"Y",342046,20140422,2616,10,1395,4
425353,843700,0.75,"Y",342047,20140205,2982,9,1312,3
425354,108000,0.80,"Y",342048,20141030,2756,4,1513,4
425355,157100,0.79,"Y",342049,20130718,2747,7,1433,5
425356,494200,1.55,"Y",342050,20140519,2540,8,1147,1
425357,263000,0.78,"Y",342051,20140828,2505,3,1184,5
425358,583900,0.77,"Y",342052,20141204,2681,9,1539,4
425359,1012200,0.74,"Y",342053,20131008,2526,11,1140,5
425360,742500,1.52,"Y",342054,20140114,2754,5,1439,1
425361,1114100,0.74,"Y",342055,20140306,2874,5,1538,3
425362,1062500,0.74,"N",NULL,20140221,2794,11,1229,4
425363,503800,0.77,"Y",342056,20140102,2911,9,1138,6
425364,926700,0.74,"Y",342057,20130628,2767,6,1372,3
425365,593200,0.77,"Y",342058,20131111,2873,5,1487,3
425366,410000,0.78,"Y",342059,20141106,2608,8,1612,4
425367,180400,0.79,"Y",342060,20140910,2596,3,1236,3
425368,1216600,0.73,"Y",342061,20130603,2667,2,1121,4
425369,692400,0.76,"Y",342062,20130130,2893,5,1187,5
425370,1204800,1.46,"Y",342063,20141218,2640,5,1400,2
425371,1234700,0.73,"Y",342064,20140520,2842,3,1350,3
425372,261000,0.78,"Y",342065,20131014,2745,4,1246,4
425373,127000,1.58,"N",NULL,20140527,2598,4,1465,2
425374,1026400,0.74,"Y",342066,20140411,2675,4,1605,5
425375,247700,0.79,"Y",342067,20131104,2507,4,1228,6
425376,446800,0.78,"Y",342068,20140730,2717,3,1335,3
425377,449400,0.78,"Y",342069,20130207,2849,11,1437,5
425378,1249900,1.46,"Y",342070,20130307,2840,4,1240,1
425379,411800,0.78,"Y",342071,20130917,2967,1,1253,5
425380,962900,1.49,"Y",342072,20130712,2596,6,1573,1
425381,1225900,0.73,"Y",342073,20141030,2815,3,1482,6
425382,599000,0.77,"Y",342074,20131101,2538,5,1147,5
425383,1182400,0.73,"Y",342075,20141006,2527,12,1231,3
425384,1142200,0.73,"N",NULL,20140724,2738,9,1286,3
425385,361400,1.57,"Y",342076,20130329,2709,9,1436,1
425386,63900,1.60,"Y",342077,20130301,2894,7,1549,1
425387,78500,1.60,"Y",342078,20140213,2790,2,1552,2
425388,714200,1.52,"Y",342079,20131213,2536,2,1287,1
425389,364300,1.57,"Y",342080,20140919,2841,10,1195,1
425390,569900,0.77,"Y",342081,20130719,2889,8,1263,5
425391,621900,1.54,"Y",342082,20130624,2580,5,1617,2
425392,870600,1.50,"Y",342083,20140807,2539,8,1352,1
425393,1227900,0.73,"Y",342084,20130627,2734,6,1585,4
425394,800100,0.75,"Y",342085,20140527,2775,10,1312,5
425395,909400,0.74,"N",NULL,20130620,2642,12,1258,5
425396,880900,0.74,"Y",342086,20140416,2760,2,1392,3
425397,124900,0.80,"Y",342087,20140325,2911,4,1500,5
425398,776400,0.75,"Y",342088,20140818,2695,3,1162,4
425399,633200,1.52,"Y",342089,20130912,2900,11,1393,2
425400,1125200,1.46,"Y",342090,20131022,2977,5,1224,1
425401,896100,0.74,"Y",342091,20130305,2520,10,1204,5
425402,767400,1.50,"Y",342092,20141016,2883,8,1571,2
425403,880200,0.74,"Y",342093,20140801,2918,2,1475,3
425404,378700,0.78,"Y",342094,20141222,2810,8,1563,6
425405,203000,0.79,"Y",342095,20141124,2685,7,1390,6
425406,119600,0.80,"Y",342096,20141218,2798,11,1248,4
425407,707700,1.52,"Y",342097,20130227,2831,12,1498,2
425408,442700,0.78,"Y",342098,20130207,2836,11,1262,6
425409,353200,1.57,"Y",342099,20130528,2829,11,1210,2
425410,1063400,0.74,"Y",342100,20130604,2935,9,1314,3
425411,935600,1.49,"Y",342101,20130820,2961,1,1139,1
425412,422100,0.78,"Y",342102,20140515,2914,12,1286,6
425413,977900,0.74,"Y",342103,20131118,2985,6,1578,4
425414,986000,1.49,"N",NULL,20141119,2648,8,1341,1
425415,157200,1.58,"Y",342104,20130517,2591,8,1455,2
425416,1247800,0.73,"Y",342105,20140210,2532,6,1313,6
425417,856300,0.75,"Y",342106,20131111,2786,10,1197,4
425418,586800,0.77,"Y",342107,20141210,2992,2,1316,4
425419,239400,0.79,"Y",342108,20140415,2745,1,1610,3
425420,645300,1.52,"Y",342109,20131209,2533,11,1244,2
425421,346400,0.78,"Y",342110,20130801,2681,3,1515,3
425422,1238900,0.73,"Y",342111,20130920,2573,2,1245,3
425423,635700,0.76,"N",NULL,20130730,2563,9,1446,4
425424,897900,1.49,"Y",342112,20130614,2832,5,1137,2
425425,317600,1.57,"N",NULL,20141120,2763,2,1368,1
425426,351200,1.57,"Y",342113,20130415,2878,1,1259,2
425427,604000,0.77,"Y",342114,20131202,2802,10,1342,4
425428,709800,0.76,"N",NULL,20141021,2694,10,1398,5
425429,460200,0.78,"N",NULL,20130425,2915,5,1350,5
425430,1062900,1.47,"Y",342115,20130108,2516,11,1348,2
425431,690900,0.76,"Y",342116,20131011,2544,8,1414,6
425432,936700,1.49,"Y",342117,20141030,2541,2,1567,1
425433,204700,1.58,"Y",342118,20130704,2550,6,1505,1
425434,890400,0.74,"Y",342119,20130220,2885,8,1400,5
425435,847800,1.50,"Y",342120,20140310,2552,5,1556,1
425436,778100,0.75,"Y",342121,20141008,2867,10,1250,5
425437,710600,0.76,"Y",342122,20140602,2912,12,1502,4
425438,842700,0.75,"Y",342123,20140318,2750,10,1432,6
425439,679200,0.76,"Y",342124,20130226,2849,8,1150,5
425440,703900,0.76,"Y",342125,20140618,2586,10,1197,6
425441,150300,1.58,"Y",342126,20130215,2633,7,1220,2
425442,193700,0.79,"Y",342127,20141204,2844,6,1561,6
425443,166600,0.79,"N",NULL,20140926,2958,3,1371,3
425444,681800,1.52,"Y",342128,20141105,2966,3,1298,2
425445,504200,1.54,"Y",342129,20130705,2854,2,1286,2
425446,179800,0.79,"Y",342130,20141203,2621,2,1596,4
425447,1248500,1.46,"Y",342131,20130517,2719,3,1259,2
425448,276600,0.78,"Y",342132,20130122,2940,7,1596,3
425449,188000,0.79,"Y",342133,20140101,2639,8,1341,3
425450,289700,0.78,"Y",342134,20140210,2529,1,1438,3
425451,994200,0.74,"Y",342135,20141212,2686,9,1461,5
425452,840600,0.75,"Y",342136,20140516,2962,3,1128,3
425453,610900,1.54,"Y",342137,20130314,2901,12,1311,1
425454,222000,0.79,"Y",342138,20140325,2966,8,1584,6
425455,486100,0.78,"Y",342139,20140505,2930,9,1293,6
425456,998900,0.74,"Y",342140,20131031,2669,6,1239,5
425457,859200,0.75,"Y",342141,20140919,2719,3,1497,6
425458,451600,1.55,"Y",342142,20141027,2653,3,1550,2
425459,966800,1.49,"N",NULL,20140207,2978,4,1180,1
425460,1174700,0.73,"Y",342143,20141124,2661,8,1209,3
425461,1015100,0.74,"Y",342144,20130603,2796,9,1227,6
425462,324000,0.78,"N",NULL,20140711,2989,7,1319,5
425463,180300,0.79,"Y",342145,20130719,2565,7,1267,3
425464,73000,0.80,"Y",342146,20140711,2665,10,1270,6
425465,841500,1.50,"N",NULL,20131206,2713,5,1612,1
425466,440900,1.55,"Y",342147,20140106,2959,1,1504,2
425467,234300,0.79,"Y",342148,20130516,2722,8,1379,6
425468,496400,1.55,"Y",342149,20141209,2974,8,1529,1
425469,54700,0.80,"Y",342150,20130122,2857,10,1202,5
425470,775100,0.75,"Y",342151,20141226,2913,1,1320,4
425471,650400,1.52,"Y",342152,20130816,2601,1,1140,2
425472,1141900,0.73,"Y",342153,20130104,2880,12,1344,4
425473,1054600,1.47,"Y",342154,20141024,2503,12,1412,2
425474,85300,0.80,"Y",342155,20131029,2691,3,1144,4
425475,469800,1.55,"N",NULL,20130422,2637,11,1259,2
425476,861900,0.75,"Y",342156,20131217,2684,9,1585,3
425477,213400,1.58,"N",NULL,20140516,2755,11,1450,1
425478,83800,1.60,"Y",342157,20140507,2934,6,1362,1
425479,798400,0.75,"N",NULL,20130605,2971,2,1361,6
425480,466500,0.78,"Y",342158,20140110,2586,1,1573,3
425481,544200,0.77,"Y",342159,20141106,2702,2,1419,6
425482,126700,0.79,"N",NULL,20140922,2578,5,1536,6
425483,459900,1.55,"Y",342160,20140210,2746,11,1487,1
425484,1050700,0.74,"Y",342161,20130708,2887,6,1564,3
425485,218500,0.79,"N",NULL,20130902,2739,1,1345,4
425486,377900,0.78,"Y",342162,20130909,2816,3,1143,6
425487,860500,1.50,"Y",342163,20140604,2647,12,1572,1
425488,889800,0.74,"Y",342164,20140110,2578,11,1282,3
425489,214700,0.79,"Y",342165,20140813,2773,8,1401,3
425490,537400,1.54,"Y",342166,20140328,2838,8,1170,1
425491,1107900,0.74,"Y",342167,20140218,2663,7,1424,5
425492,556800,0.77,"Y",342168,20130719,2646,3,1177,3
425493,679200,0.76,"Y",342169,20130530,2534,9,1581,5
425494,109000,1.60,"Y",342170,20140903,2507,11,1183,2
425495,848600,0.75,"N",NULL,20130219,2699,11,1402,5
425496,999400,0.74,"Y",342171,20140213,2843,10,1536,5
425497,1169700,0.73,"Y",342172,20130426,2756,1,1491,3
425498,989800,1.49,"Y",342173,20141125,2994,6,1616,2
425499,632900,1.52,"N",NULL,20140918,2775,3,1424,1
425500,785900,0.75,"Y",342174,20130109,2893,6,1535,6
425501,845100,0.75,"Y",342175,20130218,2836,2,1496,5
425502,511300,1.54,"Y",342176,20141015,2743,4,1520,1
425503,489900,0.78,"Y",342177,20130807,2675,10,1149,3
425504,1150300,0.73,"Y",342178,20140428,2863,1,1444,6
425505,779900,0.75,"Y",342179,20140108,2892,8,1135,6
425506,954100,0.74,"Y",342180,20130124,2528,3,1595,3
425507,402300,1.55,"N",NULL,20131003,2653,11,1248,1
425508,1179200,1.46,"Y",342181,20130904,2676,6,1445,1
425509,1182100,0.73,"Y",342182,20140516,2985,6,1266,3
425510,1127600,0.73,"Y",342183,20130520,2770,2,1172,5
425511,949900,0.74,"N",NULL,20140319,2567,11,1457,6
425512,631800,0.76,"Y",342184,20140305,2574,10,1228,5
425513,938600,0.74,"Y",342185,20130419,2982,12,1460,6
425514,1155800,0.73,"N",NULL,20141020,2748,1,1253,6
425515,198000,1.58,"Y",342186,20130306,2813,4,1584,1
425516,970700,0.74,"Y",342187,20141105,2887,6,1343,5
425517,587900,0.77,"N",NULL,20130902,2763,1,1299,4
425518,547500,0.77,"Y",342188,20140904,2700,3,1501,5
425519,840900,0.75,"Y",342189,20141119,2586,11,1459,5
425520,888300,0.74,"Y",342190,20140826,2898,5,1424,3
425521,904900,0.74,"Y",342191,20140404,2925,8,1591,3
425522,403300,0.78,"Y",342192,20130510,2673,1,1392,4
425523,462100,1.55,"Y",342193,20141112,2868,9,1228,2
425524,1217300,0.73,"Y",342194,20140818,2801,9,1156,5
425525,1028800,0.74,"Y",342195,20140414,2661,7,1471,5
425526,227300,1.58,"N",NULL,20131211,2635,3,1607,2
425527,445600,0.78,"Y",342196,20140624,2861,4,1392,3
425528,1219100,0.73,"Y",342197,20141205,2670,2,1374,4
425529,799100,1.50,"Y",342198,20140515,2712,3,1408,1
425530,166200,0.79,"Y",342199,20140122,2540,10,1406,3
425531,408100,0.78,"N",NULL,20140116,2629,7,1328,5
425532,414200,0.78,"Y",342200,20130226,2881,12,1589,6
425533,1210300,1.46,"Y",342201,20140213,2787,12,1513,2
425534,401600,0.78,"Y",342202,20131216,2687,6,1139,3
425535,224300,0.79,"Y",342203,20130829,2617,5,1389,5
425536,726800,0.76,"Y",342204,20130218,2799,9,1615,3
425537,804900,0.75,"Y",342205,20130723,2721,6,1476,3
425538,998200,0.74,"Y",342206,20130312,2905,12,1237,5
425539,1100400,1.47,"N",NULL,20130219,2994,10,1324,1
425540,713100,0.76,"Y",342207,20141104,2800,7,1558,5
425541,49100,1.60,"Y",342208,20130321,2945,10,1520,1
425542,1230100,0.73,"Y",342209,20130611,2792,11,1594,5
425543,715900,1.52,"Y",342210,20140404,2901,2,1188,2
425544,417700,0.78,"Y",342211,20130423,2805,11,1423,4
425545,907000,1.49,"Y",342212,20140710,2631,3,1263,1
425546,605100,0.77,"Y",342213,20140108,2908,11,1448,5
425547,915700,1.49,"Y",342214,20130221,2602,5,1155,1
425548,671500,0.76,"Y",342215,20141124,2586,6,1213,3
425549,563600,1.54,"Y",342216,20140425,2599,5,1597,2
425550,550300,0.77,"N",NULL,20140528,2582,11,1439,4
425551,593000,0.77,"N",NULL,20130204,2769,1,1151,3
425552,292900,0.78,"Y",342217,20130115,2940,2,1329,6
425553,389000,0.78,"Y",342218,20140328,2697,10,1537,3
425554,243200,0.79,"Y",342219,20131023,2894,11,1487,6
425555,329700,0.78,"Y",342220,20131114,2760,12,1414,4
425556,543300,0.77,"Y",342221,20130816,2511,4,1228,3
425557,348300,0.78,"Y",342222,20130626,2531,6,1425,5
425558,590800,0.77,"Y",342223,20140418,2706,2,1349,6
425559,953300,0.74,"Y",342224,20141027,2832,9,1595,3
425560,1076800,0.74,"Y",342225,20130329,2619,10,1425,4
425561,376400,0.78,"Y",342226,20130703,2947,3,1232,6
425562,1248400,0.73,"Y",342227,20140717,2713,9,1567,6
425563,139900,0.79,"N",NULL,20131001,2796,2,1526,3
425564,597300,0.77,"Y",342228,20130509,2868,12,1469,6
425565,845400,0.75,"Y",342229,20130213,2706,1,1403,4
425566,536400,1.54,"N",NULL,20131111,2654,4,1532,1
425567,200300,0.79,"Y",342230,20130403,2751,9,1194,3
425568,505200,1.54,"N",NULL,20130206,2682,4,1328,1
425569,199700,0.79,"N",NULL,20130411,2805,3,1341,6
425570,1242600,0.73,"Y",342231,20141208,2822,12,1355,5
425571,268600,1.57,"Y",342232,20130927,2726,1,1134,2
425572,303700,0.78,"Y",342233,20140811,2837,10,1557,4
425573,734100,0.76,"Y",342234,20130628,2879,6,1364,6
425574,1208900,1.46,"Y",342235,20140623,2584,6,1406,1
425575,840900,1.50,"Y",342236,20130807,2753,6,1539,2
425576,1163900,1.46,"Y",342237,20131002,2689,5,1327,2
425577,126000,0.79,"Y",342238,20130715,2527,2,1576,3
425578,343700,1.57,"Y",342239,20140305,2557,6,1143,1
425579,1214000,0.73,"Y",342240,20130905,2502,6,1347,4
425580,410300,0.78,"Y",342241,20131225,2645,2,1230,5
425581,716200,0.76,"Y",342242,20140415,2593,6,1591,6
425582,317300,1.57,"Y",342243,20130425,2582,7,1231,2
425583,985100,0.74,"Y",342244,20130821,2687,1,1391,4
425584,738700,0.76,"Y",342245,20140529,2951,8,1333,5
425585,850400,0.75,"Y",342246,20140715,2652,8,1612,6
425586,237900,1.58,"N",NULL,20130516,2861,5,1560,2
425587,504800,1.54,"Y",342247,20140725,2632,7,1378,2
425588,619400,1.54,"Y",342248,20141106,2861,10,1140,1
425589,1216800,0.73,"N",NULL,20130729,2796,11,1162,4
425590,132400,1.58,"N",NULL,20140403,2584,6,1476,2
425591,503700,0.77,"Y",342249,20140528,2553,1,1411,6
425592,214500,0.79,"Y",342250,20130628,2692,10,1392,4
425593,178800,1.58,"Y",342251,20130903,2967,7,1379,2
425594,1016600,0.74,"Y",342252,20140715,2938,6,1561,4
425595,570200,0.77,"Y",342253,20131016,2783,12,1615,4
425596,269200,0.78,"Y",342254,20130610,2750,6,1380,6
425597,229100,1.58,"Y",342255,20130308,2823,1,1201,1
425598,403300,0.78,"Y",342256,20140324,2952,9,1580,3
425599,132400,0.79,"Y",342257,20141023,2718,10,1378,6
425600,269500,0.78,"Y",342258,20140620,2671,7,1167,3
425601,941400,0.74,"Y",342259,20141204,2623,8,1172,3
425602,1199100,0.73,"Y",342260,20141216,2987,7,1360,3
425603,685300,1.52,"Y",342261,20130905,2524,5,1129,2
425604,1103000,0.74,"Y",342262,20131029,2596,10,1121,3
425605,1174700,0.73,"Y",342263,20130527,2667,10,1446,5
425606,311000,0.78,"Y",342264,20131114,2506,11,1536,6
425607,80800,0.80,"N",NULL,20130815,2773,8,1400,5
425608,1234900,0.73,"Y",342265,20131223,2642,5,1228,3
425609,1097700,1.47,"Y",342266,20140730,2524,11,1536,2
425610,416200,1.55,"Y",342267,20131128,2575,4,1305,1
425611,359200,0.78,"Y",342268,20140804,2919,3,1581,4
425612,100800,1.60,"N",NULL,20130805,2960,5,1612,2
425613,951000,0.74,"Y",342269,20131129,2545,7,1344,6
425614,735100,1.52,"Y",342270,20140319,2968,6,1171,1
425615,1010200,0.74,"Y",342271,20140128,2831,6,1317,4
425616,1244900,0.73,"Y",342272,20140630,2823,3,1511,4
425617,604000,1.54,"Y",342273,20130909,2949,4,1500,2
425618,676100,1.52,"Y",342274,20131217,2962,11,1548,2
425619,45400,1.60,"Y",342275,20140617,2705,3,1269,1
425620,617700,0.77,"Y",342276,20140618,2574,8,1386,6
425621,123600,0.80,"Y",342277,20140305,2972,5,1307,4
425622,1226700,0.73,"Y",342278,20140203,2969,8,1147,3
425623,299900,0.78,"Y",342279,20140227,2974,2,1522,4
425624,659800,1.52,"Y",342280,20140606,2985,3,1562,1
425625,1012000,1.47,"N",NULL,20140728,2709,3,1233,2
425626,468900,0.78,"N",NULL,20140903,2530,8,1406,6
425627,1043400,0.74,"Y",342281,20130619,2806,2,1191,6
425628,1229100,1.46,"N",NULL,20130501,2734,9,1193,1
425629,1207400,1.46,"Y",342282,20141217,2563,2,1241,1
425630,631700,1.52,"Y",342283,20141208,2675,8,1380,1
425631,619200,1.54,"Y",342284,20140923,2612,3,1379,1
425632,1101800,1.47,"N",NULL,20140307,2961,6,1362,2
425633,559700,1.54,"Y",342285,20131119,2641,1,1381,1
425634,826000,1.50,"Y",342286,20130719,2903,6,1191,2
425635,1098700,1.47,"Y",342287,20141229,2645,3,1264,1
425636,505600,0.77,"N",NULL,20140408,2785,2,1566,4
425637,917300,1.49,"Y",342288,20131115,2742,6,1617,2
425638,165400,0.79,"Y",342289,20130213,2579,8,1354,4
425639,821800,0.75,"Y",342290,20130527,2748,8,1258,5
425640,588700,0.77,"Y",342291,20130411,2611,9,1344,5
425641,1043800,1.47,"Y",342292,20141208,2860,11,1615,2
425642,751300,1.50,"N",NULL,20140919,2580,7,1239,2
425643,505300,0.77,"Y",342293,20130521,2756,4,1230,5
425644,843600,1.50,"Y",342294,20140317,2525,11,1357,1
425645,565400,0.77,"Y",342295,20130411,2678,9,1439,6
425646,234500,0.79,"N",NULL,20131217,2527,5,1486,4
425647,535200,1.54,"Y",342296,20141103,2648,4,1220,2
425648,673500,1.52,"Y",342297,20140515,2973,4,1134,1
425649,960300,0.74,"N",NULL,20141111,2697,10,1597,4
425650,109500,0.80,"Y",342298,20131010,2570,1,1447,5
425651,321800,0.78,"Y",342299,20130507,2653,1,1551,5
425652,717500,1.52,"Y",342300,20131031,2815,7,1382,2
425653,77500,0.80,"N",NULL,20130806,2573,8,1458,4
425654,637300,0.76,"Y",342301,20131025,2770,12,1175,6
425655,96300,0.80,"Y",342302,20131001,2658,1,1133,5
425656,92000,1.60,"Y",342303,20131126,2972,1,1583,1
425657,825900,1.50,"Y",342304,20130920,2708,2,1572,2
425658,281400,0.78,"Y",342305,20130919,2709,2,1348,5
