"financial_summary_cost_id","actual_units","actual_labor_cost","actual_material_cost","actual_machine_cost","actual_overhead_cost","budget_units","budget_labor_cost","budget_material_cost","budget_machine_cost","budget_overhead_cost","location_id","machine_type_id","sales_class_id","report_begin_date_id","report_end_date_id"
"201402030601",384225,"63482","12868.82","22804","8985.24",786742,"108615","32648.74","49087","39744.06",6,1,3,20140203,20140228
"201402030602",440523,"94969","11578.41","29017","14117.10",466381,"100629","12271.96","30822","14885.07",6,2,3,20140203,20140228
"201402030603",0,"0","0.00","0","0.00",869355,"141507","23040.59","44403","24679.82",6,3,3,20140203,20140228
"201402030604",190995,"33671","3491.83","4806","5517.88",1280636,"181049","46515.41","67814","59663.20",6,4,3,20140203,20140228
"201402030605",136197,"26629","1492.18","6772","1599.56",1919680,"378039","67546.46","112691","48747.03",6,5,3,20140203,20140228
"201402030606",307224,"35672","13454.78","27702","10356.02",893435,"129263","48126.65","69127","40115.74",6,6,3,20140203,20140228
"201402030607",254520,"17132","9557.80","32204","13258.27",1007196,"117920","35996.14","88924","45367.32",6,7,3,20140203,20140228
"201402030701",0,"0","0.00","0","0.00",669661,"115528","23940.35","53388","28170.32",7,1,3,20140203,20140228
"201402030702",0,"0","0.00","0","0.00",829371,"121068","27916.64","91073","35500.55",7,2,3,20140203,20140228
"201402030703",220214,"32154","6981.85","17836","8019.69",1327430,"189407","45555.52","82753","51066.11",7,3,3,20140203,20140228
"201402030704",321300,"44698","9343.16","25972","8752.48",603906,"75137","21415.07","59380","17861.64",7,4,3,20140203,20140228
"201402030705",66330,"11334","1508.62","1947","3251.92",1104339,"131527","35256.66","117606","35898.37",7,5,3,20140203,20140228
"201402030706",0,"0","0.00","0","0.00",957407,"143405","26068.57","103037","25622.78",7,6,3,20140203,20140228
"201402030707",273064,"35795","4656.49","28446","11400.40",792372,"105121","27380.71","54498","38022.47",7,7,3,20140203,20140228
"201402030801",318448,"29559","3939.41","50838","11129.68",2704968,"453547","99916.55","209130","70642.76",8,1,3,20140203,20140228
"201402030802",0,"0","0.00","0","0.00",2910251,"406605","148747.77","229651","95425.56",8,2,3,20140203,20140228
"201402030803",0,"0","0.00","0","0.00",1146196,"188529","50633.89","52250","51377.95",8,3,3,20140203,20140228
"201402030804",0,"0","0.00","0","0.00",2345282,"400266","58796.16","157906","84992.60",8,4,3,20140203,20140228
"201402030805",0,"0","0.00","0","0.00",1795395,"327998","48463.81","120064","67200.26",8,5,3,20140203,20140228
"201402030806",0,"0","0.00","0","0.00",2059008,"386300","72508.59","144558","96626.87",8,6,3,20140203,20140228
"201402030807",0,"0","0.00","0","0.00",1491686,"195271","66029.55","138707","44602.97",8,7,3,20140203,20140228
"201402030901",0,"0","0.00","0","0.00",724272,"82670","34361.71","53372","36992.08",9,1,3,20140203,20140228
"201402030902",586440,"66493","35350.55","56462","28731.08",2679421,"334505","109983.38","209873","118906.22",9,2,3,20140203,20140228
"201402030903",121191,"18670","1570.48","13572","5512.80",875139,"153262","22368.75","64244","22967.89",9,3,3,20140203,20140228
"201402030904",379542,"34226","21057.99","28325","21299.24",1683511,"245927","67704.24","110201","78852.44",9,4,3,20140203,20140228
"201402030905",0,"0","0.00","0","0.00",971263,"131582","43713.75","71551","59544.14",9,5,3,20140203,20140228
"201402030906",0,"0","0.00","0","0.00",500989,"66641","23481.74","27147","26785.47",9,6,3,20140203,20140228
"201402030907",385248,"77772","13455.63","16751","7263.93",2517964,"417794","84246.27","194198","82027.40",9,7,3,20140203,20140228
"201402031001",561648,"81171","21166.34","54077","25631.58",1797593,"271869","68227.34","154642","61954.67",10,1,3,20140203,20140228
"201402031002",0,"0","0.00","0","0.00",2166195,"259156","125717.25","179769","90322.28",10,2,3,20140203,20140228
"201402031003",420445,"102203","10673.82","16216","9210.05",2343167,"441362","82197.76","116356","62889.70",10,3,3,20140203,20140228
"201402031005",325539,"50865","10180.07","22985","10062.29",1587991,"256510","64329.52","115498","69537.32",10,5,3,20140203,20140228
"201402031006",230496,"31291","11855.31","12517","11882.36",691855,"101899","37504.99","45431","34124.53",10,6,3,20140203,20140228
"201402031007",257985,"38987","10214.31","23814","10703.54",1795096,"244047","74263.60","154466","71200.87",10,7,3,20140203,20140228
"201402031102",0,"0","0.00","0","0.00",1589313,"152673","44644.53","194819","54314.53",11,2,3,20140203,20140228
"201402031103",0,"0","0.00","0","0.00",1811231,"361069","68770.11","130373","39823.31",11,3,3,20140203,20140228
"201402031104",285690,"27459","27267.06","23228","11674.95",863820,"119961","38339.60","74325","27786.60",11,4,3,20140203,20140228
"201402031106",340260,"47489","18108.40","25176","5249.48",3228658,"476729","141348.74","215667","96026.12",11,6,3,20140203,20140228
"201402031107",0,"0","0.00","0","0.00",2151257,"295428","71687.91","149752","75488.39",11,7,3,20140203,20140228
"201402031201",765136,"139667","22346.96","59257","17887.74",1627468,"252568","48386.50","144156","53628.62",12,1,3,20140203,20140228
"201402031203",184800,"26741","5369.23","19224","3110.81",1113452,"137076","47399.72","98391","33368.70",12,3,3,20140203,20140228
"201402031204",454491,"77914","25644.98","21257","25644.98",1642520,"276654","75717.73","105246","68188.01",12,4,3,20140203,20140228
"201402031205",0,"0","0.00","0","0.00",2025233,"305160","110418.96","139838","58292.99",12,5,3,20140203,20140228
"201402031207",0,"0","0.00","0","0.00",1405431,"228707","47326.30","86997","57462.91",12,7,3,20140203,20140228
"201402040101",1267580,"190900","32553.56","66714","44619.35",1857255,"289625","46925.35","102414","63384.04",1,1,4,20140203,20140228
"201402040102",213192,"19790","4793.54","27864","5933.02",575110,"73403","17266.97","49334","13811.68",1,2,4,20140203,20140228
"201402040104",359086,"63184","16533.39","26304","17089.31",1191987,"181775","37736.64","100176","49407.32",1,4,4,20140203,20140228
"201402040105",704475,"133743","19436.43","37810","26928.90",2556628,"398354","73855.28","193927","122385.21",1,5,4,20140203,20140228
"201402040106",466431,"76200","15933.45","27557","10909.41",837596,"110757","22484.17","67156","25966.84",1,6,4,20140203,20140228
"201402040107",252969,"36406","4845.00","9060","14344.34",1333370,"178257","73996.42","95943","52465.99",1,7,4,20140203,20140228
"201402040202",516927,"50659","10167.44","49607","39070.38",1134824,"148816","29265.87","93674","75361.21",2,2,4,20140203,20140228
"201402040203",0,"0","0.00","0","0.00",1112802,"160582","49725.67","72383","41002.59",2,3,4,20140203,20140228
"201402040205",240624,"36730","17292.20","13823","6666.95",2449721,"381961","103883.28","169529","76767.31",2,5,4,20140203,20140228
"201402040206",484328,"83535","10448.04","21763","23998.21",2241681,"341984","77009.43","137561","91621.29",2,6,4,20140203,20140228
"201402040207",83700,"18026","2318.16","4095","949.09",768398,"143732","18572.91","44891","19306.36",2,7,4,20140203,20140228
"201402040302",927,"215","10.84","37","9.54",3060162,"485396","151282.06","184152","111881.38",3,2,4,20140203,20140228
"201402040303",0,"0","0.00","0","0.00",1713398,"279513","52455.16","132122","36200.29",3,3,4,20140203,20140228
"201402040304",0,"0","0.00","0","0.00",2059809,"287498","84399.96","223322","89067.94",3,4,4,20140203,20140228
"201402040306",0,"0","0.00","0","0.00",1978708,"223522","61457.06","195738","69276.15",3,6,4,20140203,20140228
"201402040307",0,"0","0.00","0","0.00",1020832,"148214","36077.98","114625","31501.57",3,7,4,20140203,20140228
"201402040401",110475,"10907","7025.95","7781","10450.19",1431512,"195133","49020.42","111844","71850.00",4,1,4,20140203,20140228
"201402040403",333684,"50323","22638.97","26085","10490.56",3277876,"406206","114475.67","276182","110074.58",4,3,4,20140203,20140228
"201402040404",208838,"35155","6417.99","16364","7948.60",620005,"91344","30644.85","44154","31945.57",4,4,4,20140203,20140228
"201402040405",234030,"42555","7941.77","25368","8379.31",1563737,"255458","57909.88","126068","50660.15",4,5,4,20140203,20140228
"201402040407",495222,"62836","20724.91","46142","17151.41",1756526,"242704","82182.39","164268","66721.59",4,7,4,20140203,20140228
"201402040501",0,"0","0.00","0","0.00",1721605,"264265","69114.52","125099","52093.83",5,1,4,20140203,20140228
"201402040502",367970,"46481","19982.69","32818","18216.65",2063539,"296355","87490.86","165198","90665.46",5,2,4,20140203,20140228
"201402040503",0,"0","0.00","0","0.00",1327745,"217920","40631.47","103021","48094.19",5,3,4,20140203,20140228
"201404020404",401910,"101320","20783.52","103266","21072.78",547125,"159621","29238.88","127740","35198.61",4,4,2,20140401,20140430
"201404020405",415839,"103432","27781.97","69260","45505.90",664461,"192691","40219.59","101711","59379.99",4,5,2,20140401,20140430
"201404020406",217800,"50735","9109.71","54134","11169.31",207911,"48173","8780.85","52044","10656.64",4,6,2,20140401,20140430
"201404020407",680200,"221648","60516.94","85614","71473.04",1617610,"441478","169654.24","272158","149636.23",4,7,2,20140401,20140430
"201404020501",1440534,"434455","81497.73","289539","93266.52",2122755,"668906","150800.00","361829","135435.21",5,1,2,20140401,20140430
"201404020502",933856,"367005","57733.05","104604","51836.34",1457265,"507039","103550.39","169320","99720.13",5,2,2,20140401,20140430
"201404020503",0,"0","0.00","0","0.00",1018091,"305486","82939.83","230416","52616.31",5,3,2,20140401,20140430
"201404020504",391386,"141318","25466.18","68775","33457.89",1111915,"362770","102190.70","117465","92293.10",5,4,2,20140401,20140430
"201404020505",54280,"14621","5516.48","11702","2364.20",528770,"169156","59922.32","61373","30382.45",5,5,2,20140401,20140430
"201404020506",235004,"34718","13653.43","42142","47216.71",880578,"212206","43138.58","166734","121693.78",5,6,2,20140401,20140430
"201404020507",429605,"128964","24681.69","41555","50050.42",1944323,"490077","139247.79","304965","200827.63",5,7,2,20140401,20140430
"201404020601",1388836,"339117","87893.64","244714","126121.07",2348947,"664251","198189.45","355927","186245.21",6,1,2,20140401,20140430
"201404020602",331442,"115357","36439.50","38263","21735.63",1748396,"618899","102804.84","261913","134742.47",6,2,2,20140401,20140430
"201404020603",746204,"165171","88308.23","125716","41684.79",1855279,"461312","200658.23","324970","114384.25",6,3,2,20140401,20140430
"201404020604",485688,"144511","29206.77","54995","46415.05",872713,"273948","53603.32","107775","83764.80",6,4,2,20140401,20140430
"201404020605",771460,"200458","60883.73","104820","37731.81",1881522,"653280","139558.98","286914","96907.94",6,5,2,20140401,20140430
"201404020606",1011078,"238937","89447.02","138320","66002.28",2479867,"634925","219020.08","442481","147647.03",6,6,2,20140401,20140430
"201404020607",897193,"262298","75075.26","106624","68252.54",1848633,"554385","110409.72","252679","116117.77",6,7,2,20140401,20140430
"201404020701",1367880,"304138","152899.42","211555","97111.73",3074975,"729168","328259.24","493266","272869.77",7,1,2,20140401,20140430
"201404020702",1122474,"435382","74115.57","179455","88766.40",3016436,"971068","258253.76","486325","220262.54",7,2,2,20140401,20140430
"201404020703",1142256,"359011","60732.34","158205","86067.05",2128301,"706825","123522.04","323255","163846.38",7,3,2,20140401,20140430
"201404020704",715838,"249949","39734.20","79547","80214.14",2538357,"820142","155300.59","325767","202206.39",7,4,2,20140401,20140430
"201404020705",230454,"37337","9879.24","70963","17608.68",3524237,"1169190","256072.27","486564","255595.99",7,5,2,20140401,20140430
"201404020706",34038,"11151","3805.40","3643","2899.34",2335298,"777239","143826.09","409871","162537.38",7,6,2,20140401,20140430
"201404020707",2241942,"544360","188569.40","319716","195543.34",2678496,"687066","218437.71","365229","227869.34",7,7,2,20140401,20140430
"201404020801",0,"0","0.00","0","0.00",2552444,"602895","214222.33","475516","267742.92",8,1,2,20140401,20140430
"201404020802",458944,"125506","18433.18","92140","20018.53",1726312,"678899","104835.22","249594","108514.78",8,2,2,20140401,20140430
"201404020803",0,"0","0.00","0","0.00",1217055,"470043","100818.85","225189","76720.10",8,3,2,20140401,20140430
"201404020804",0,"0","0.00","0","0.00",1798336,"470631","177143.98","293244","117905.23",8,4,2,20140401,20140430
"201404020805",0,"0","0.00","0","0.00",2881142,"953947","251801.51","456795","225736.88",8,5,2,20140401,20140430
"201404020806",374034,"83466","8746.18","80194","17383.53",1856866,"539528","107898.83","260941","129619.58",8,6,2,20140401,20140430
"201404020807",292009,"91666","24480.91","33446","35737.94",2001987,"657105","120235.48","250739","165488.39",8,7,2,20140401,20140430
"201404020901",377844,"84799","34000.97","76378","13273.65",892737,"215040","51607.54","216304","44429.69",9,1,2,20140401,20140430
"201404020902",796596,"278429","50374.56","140097","34786.72",1291326,"457048","91693.18","188640","96160.49",9,2,2,20140401,20140430
"201404020903",412964,"106227","33979.36","72805","35044.49",436998,"112208","35977.35","76787","37329.39",9,3,2,20140401,20140430
"201404020904",1729118,"460038","104135.55","320328","102712.32",2450446,"717304","157308.24","421703","142823.67",9,4,2,20140401,20140430
"201404020905",317263,"106155","17723.43","49495","18767.33",801789,"246489","58328.26","131964","46775.02",9,5,2,20140401,20140430
"201404020906",1691489,"648914","141248.06","167954","144167.91",2329892,"874163","175791.17","269191","169937.27",9,6,2,20140401,20140430
"201404020907",381179,"129150","12677.07","62818","23985.13",1056704,"333858","57606.87","168113","61525.93",9,7,2,20140401,20140430
"201404021001",798196,"344201","58326.94","104968","58327.24",1366180,"467284","96942.53","210753","99520.64",10,1,2,20140401,20140430
"201404021002",169890,"29303","21168.04","34176","7608.39",1220774,"347485","95233.36","155662","101016.69",10,2,2,20140401,20140430
"201404021003",589662,"189053","19627.63","94224","28090.17",1259553,"402675","62393.53","230705","69742.93",10,3,2,20140401,20140430
"201404021004",0,"0","0.00","0","0.00",752439,"163009","88546.30","114962","60032.93",10,4,2,20140401,20140430
"201404021005",652050,"284178","27093.50","38114","37967.09",790194,"351172","49550.57","48691","43259.84",10,5,2,20140401,20140430
"201404021006",738123,"257445","28513.66","101239","45931.94",1517907,"472465","97057.80","223594","105001.38",10,6,2,20140401,20140430
"201404021007",310656,"89515","36306.58","39463","17497.65",1509335,"428437","112452.30","265274","111897.62",10,7,2,20140401,20140430
"201404021101",587917,"133258","33827.00","175056","32261.34",1228355,"312885","104580.27","244425","95192.23",11,1,2,20140401,20140430
"201404021102",1061239,"233323","115043.18","195752","85985.20",1637440,"472431","149031.31","269023","103100.58",11,2,2,20140401,20140430
"201404021104",582052,"165854","24519.57","112400","50490.87",2918258,"824792","197197.54","418535","246781.01",11,4,2,20140401,20140430
"201404021105",377370,"77151","43031.30","114807","26585.33",1283644,"336868","91413.71","206235","98855.54",11,5,2,20140401,20140430
"201404021107",52633,"8820","6695.26","5584","8682.17",1616834,"515359","135491.25","219872","106645.08",11,7,2,20140401,20140430
"201404021201",673712,"151081","77153.50","124975","46418.86",1339609,"309001","133325.90","255883","93982.64",12,1,2,20140401,20140430
"201404021202",140192,"54495","7904.51","10296","16047.23",762616,"250915","35442.07","66225","67071.77",12,2,2,20140401,20140430
"201404021203",95855,"29136","4235.72","27474","4507.45",1554135,"517273","108942.25","198677","100487.48",12,3,2,20140401,20140430
"201404021205",0,"0","0.00","0","0.00",1101045,"339058","55208.20","202379","77135.90",12,5,2,20140401,20140430
"201404021206",987420,"299742","93731.71","164660","76637.24",3963875,"1286574","276804.02","573152","320423.95",12,6,2,20140401,20140430
"201404030101",554962,"109303","8628.28","40447","5494.50",1210164,"243883","23776.60","89215","27871.36",1,1,3,20140401,20140430
"201404030102",323106,"55724","9113.97","18075","6055.41",553802,"94523","13317.94","35121","12493.33",1,2,3,20140401,20140430
"201404030103",671194,"111414","13878.67","56498","23198.60",2019088,"318458","58937.29","179865","84340.45",1,3,3,20140401,20140430
"201404030105",332319,"40438","8344.59","39680","9020.53",1518001,"240107","52158.45","130385","56591.16",1,5,3,20140401,20140430
"201404030106",911261,"141587","49638.40","67870","40728.88",1431329,"210264","67236.37","100379","59846.84",1,6,3,20140401,20140430
"201404030107",556445,"41000","10394.76","65894","22106.09",1164676,"123170","40581.96","122198","47910.29",1,7,3,20140401,20140430
"201404030201",67608,"10205","1901.81","4318","1575.49",2332591,"313653","127380.68","114353","88941.28",2,1,3,20140401,20140430
"201404030203",238920,"14144","19750.26","19030","11331.71",480960,"61059","27509.50","49564","14048.91",2,3,3,20140401,20140430
"201404030204",233472,"38889","3772.48","13221","5949.83",2066166,"278213","71145.90","156563","64920.08",2,4,3,20140401,20140430
"201404030205",609840,"122164","11893.45","32330","20144.69",1659226,"284718","42639.23","142242","65642.84",2,5,3,20140401,20140430
"201404030207",358616,"75089","10354.87","17882","16133.61",2230711,"360603","108350.24","149067","88330.47",2,7,3,20140401,20140430
"201404030301",658621,"96321","25563.04","53082","24808.08",2994774,"488194","104094.68","203902","107634.96",3,1,3,20140401,20140430
"201404030302",715968,"73146","17827.40","59926","32454.52",2376538,"312583","86404.03","184373","91294.11",3,2,3,20140401,20140430
"201404030304",347112,"29812","16349.88","37184","10800.64",1353649,"164389","59213.86","124550","41319.45",3,4,3,20140401,20140430
"201404030305",837000,"138337","26075.12","72960","40084.75",3589050,"488872","156463.59","251761","146211.14",3,5,3,20140401,20140430
"201404030306",276945,"35012","9553.30","18028","7262.71",1302174,"188606","57799.10","81144","53122.99",3,6,3,20140401,20140430
"201404030401",311150,"32141","21331.48","26746","10024.58",1014931,"104339","49143.43","75256","54621.77",4,1,3,20140401,20140430
"201404030402",1160604,"151060","75274.91","87845","49654.51",1985402,"302010","103400.91","147703","94032.17",4,2,3,20140401,20140430
"201404030403",0,"0","0.00","0","0.00",329680,"27725","19360.24","18105","28214.04",4,3,3,20140401,20140430
"201404030404",97580,"16190","2945.50","15605","2789.04",248929,"30077","13407.29","29752","13746.30",4,4,3,20140401,20140430
"201404030406",597060,"92552","26907.34","37258","30138.90",803453,"113076","42459.07","52873","42485.45",4,6,3,20140401,20140430
"201404030407",565751,"85001","28880.76","58396","19802.59",592058,"89234","30012.89","60866","20830.34",4,7,3,20140401,20140430
"201404030501",636114,"100723","23284.52","36056","12624.79",2351504,"344856","95335.45","186774","91230.37",5,1,3,20140401,20140430
"201304020404",143055,"36229","29449.79","19847","21461.38",1185330,"390419","70673.68","158541","91214.61",4,4,2,20130401,20130430
"201312020404",1241704,"409459","74104.73","166850","95273.25",1185330,"390419","70673.68","158541","91214.61",4,4,2,20131202,20131231
"201311020405",337465,"100640","36559.05","62379","14738.18",353195,"105673","36932.61","61193","16433.63",4,5,2,20131101,20131129
"201312020405",369993,"111681","38447.44","63963","17125.50",353195,"105673","36932.61","61193","16433.63",4,5,2,20131202,20131231
"201303020406",0,"0","0.00","0","0.00",208856,"91704","17851.06","25657","25678.63",4,6,2,20130301,20130329
"201301020406",0,"0","0.00","0","0.00",208856,"91704","17851.06","25657","25678.63",4,6,2,20130101,20130131
"201312020406",218790,"96908","18602.61","26707","27178.91",208856,"91704","17851.06","25657","25678.63",4,6,2,20131202,20131231
"201307020407",74893,"37081","5845.12","7371","4824.82",716358,"218875","73828.48","96362","63130.89",4,7,2,20130701,20130731
"201312020407",750428,"229117","76920.69","100262","66523.59",716358,"218875","73828.48","96362","63130.89",4,7,2,20131202,20131231
"201305020501",0,"0","0.00","0","0.00",1793146,"635597","92751.35","187801","74029.96",5,1,2,20130501,20130531
"201312020501",1775393,"633128","92070.03","184734","72699.56",1793146,"635597","92751.35","187801","74029.96",5,1,2,20131202,20131231
"201311020502",1464401,"415190","102720.58","268713","78509.16",1984261,"551106","144336.69","347608","109819.00",5,2,2,20131101,20131129
"201304020502",0,"0","0.00","0","0.00",1984261,"551106","144336.69","347608","109819.00",5,2,2,20130401,20130430
"201303020502",0,"0","0.00","0","0.00",1984261,"551106","144336.69","347608","109819.00",5,2,2,20130301,20130329
"201312020502",1964615,"542160","144091.73","343554","108990.67",1984261,"551106","144336.69","347608","109819.00",5,2,2,20131202,20131231
"201301020503",0,"0","0.00","0","0.00",1558178,"388059","131432.64","239381","104839.85",5,3,2,20130101,20130131
"201312020503",1542751,"384331","131104.88","236776","103699.16",1558178,"388059","131432.64","239381","104839.85",5,3,2,20131202,20131231
"201307020504",283827,"49450","30042.22","38675","23161.53",1051821,"269587","106631.28","189647","74823.27",5,4,2,20130701,20130731
"201305020504",283827,"49450","30042.22","38675","23161.53",1051821,"269587","106631.28","189647","74823.27",5,4,2,20130501,20130531
"201312020504",1041407,"266022","105512.84","189628","73608.73",1051821,"269587","106631.28","189647","74823.27",5,4,2,20131202,20131231
"201304020505",0,"0","0.00","0","0.00",1116497,"293110","67467.06","197330","78314.57",5,5,2,20130401,20130430
"201303020505",0,"0","0.00","0","0.00",1116497,"293110","67467.06","197330","78314.57",5,5,2,20130301,20130329
"201302020505",0,"0","0.00","0","0.00",1116497,"293110","67467.06","197330","78314.57",5,5,2,20130201,20130228
"201312020505",1105443,"292876","66918.33","196212","77662.21",1116497,"293110","67467.06","197330","78314.57",5,5,2,20131202,20131231
"201312020507",2152456,"693145","125152.43","366747","146687.63",2173980,"703265","125490.34","372688","149386.68",5,7,2,20131202,20131231
"201312020601",779774,"323370","28552.98","112524","55154.19",731739,"306425","26885.49","105863","51359.58",6,1,2,20131202,20131231
"201312020602",1000031,"338709","84469.73","149970","85244.17",938429,"320859","79722.53","139787","80010.18",6,2,2,20131202,20131231
"201311020603",1173537,"352689","123927.47","158570","94402.70",1101247,"333891","116120.04","148881","88379.81",6,3,2,20131101,20131129
"201308020603",1173537,"352689","123927.47","158570","94402.70",1101247,"333891","116120.04","148881","88379.81",6,3,2,20130801,20130830
"201312020603",1173537,"352689","123927.47","158570","94402.70",1101247,"333891","116120.04","148881","88379.81",6,3,2,20131202,20131231
"201312020604",2394683,"674722","138490.05","448960","182848.95",2247170,"637005","129294.31","421843","172554.55",6,4,2,20131202,20131231
"201307020605",377420,"100609","34019.26","45312","32087.03",1575621,"472521","103527.74","193048","136047.63",6,5,2,20130701,20130731
"201302020605",0,"0","0.00","0","0.00",1575621,"472521","103527.74","193048","136047.63",6,5,2,20130201,20130228
"201312020605",1679051,"506345","109310.25","206845","146272.05",1575621,"472521","103527.74","193048","136047.63",6,5,2,20131202,20131231
"201304020606",0,"0","0.00","0","0.00",1601023,"372037","118639.12","349939","127845.91",6,6,2,20130401,20130430
"201303020606",0,"0","0.00","0","0.00",1601023,"372037","118639.12","349939","127845.91",6,6,2,20130301,20130329
"201312020606",1706120,"394441","125783.63","375834","134929.72",1601023,"372037","118639.12","349939","127845.91",6,6,2,20131202,20131231
"201308020607",680422,"162713","39474.58","126958","44889.27",863971,"200961","72255.08","155153","55501.07",6,7,2,20130801,20130830
"201312020607",920686,"213857","77643.54","165620","58843.37",863971,"200961","72255.08","155153","55501.07",6,7,2,20131202,20131231
"201311020701",1058834,"399317","57839.07","88360","60516.74",1084457,"405586","58984.28","89959","62174.90",7,1,2,20131101,20131129
"201312020701",1058834,"399317","57839.07","88360","60516.74",1084457,"405586","58984.28","89959","62174.90",7,1,2,20131202,20131231
"201304020702",133371,"32296","9059.42","29704","14734.16",1443001,"433549","131267.32","198307","90502.70",7,2,2,20130401,20130430
"201303020702",133371,"32296","9059.42","29704","14734.16",1443001,"433549","131267.32","198307","90502.70",7,2,2,20130301,20130329
"201302020702",133371,"32296","9059.42","29704","14734.16",1443001,"433549","131267.32","198307","90502.70",7,2,2,20130201,20130228
"201312020702",1408906,"422315","127110.80","192849","89174.01",1443001,"433549","131267.32","198307","90502.70",7,2,2,20131202,20131231
"201312020703",103515,"41926","2350.77","7480","4997.21",106020,"42630","2410.01","7716","5094.66",7,3,2,20131202,20131231
"201312020704",346044,"83569","39580.44","38080","47187.04",354418,"85015","40201.85","39139","48503.56",7,4,2,20131202,20131231
"201308020705",734584,"285075","39082.51","79661","52186.83",1813896,"629766","104595.87","236365","123361.01",7,5,2,20130801,20130830
"201312020705",1771037,"609471","102434.50","229258","121298.93",1813896,"629766","104595.87","236365","123361.01",7,5,2,20131202,20131231
"201311020706",815904,"324925","50602.35","78825","69623.11",835648,"329539","52115.36","80275","70625.68",7,6,2,20131101,20131129
"201302020706",0,"0","0.00","0","0.00",835648,"329539","52115.36","80275","70625.68",7,6,2,20130201,20130228
"201312020706",815904,"324925","50602.35","78825","69623.11",835648,"329539","52115.36","80275","70625.68",7,6,2,20131202,20131231
"201312020707",1026905,"346935","60985.20","87666","67300.73",1051756,"358314","63052.60","89533","68983.25",7,7,2,20131202,20131231
"201312020801",1028584,"398431","51552.43","165811","73185.64",1072813,"413890","53547.51","173256","76661.96",8,1,2,20131202,20131231
"201308020802",472317,"128345","55978.62","60469","30936.84",1616234,"425524","151171.20","209693","128708.32",8,2,2,20130801,20130830
"201306020802",105009,"41643","6516.73","16506","11117.21",1616234,"425524","151171.20","209693","128708.32",8,2,2,20130603,20130628
"201312020802",1549602,"409158","143986.28","201647","123130.51",1616234,"425524","151171.20","209693","128708.32",8,2,2,20131202,20131231
"201302020803",0,"0","0.00","0","0.00",2235589,"587051","165865.47","396040","125688.44",8,3,2,20130201,20130228
"201312020803",2143422,"559363","158419.74","382094","119931.72",2235589,"587051","165865.47","396040","125688.44",8,3,2,20131202,20131231
"201312020804",326976,"131996","10667.28","35090","17143.84",341035,"138596","11037.43","36690","17743.87",8,4,2,20131202,20131231
"201312020805",1074966,"298956","45877.11","191656","67952.55",1121189,"310137","47519.51","198536","71404.54",8,5,2,20131202,20131231
"201308020806",0,"0","0.00","0","0.00",1201203,"250167","55549.97","255923","67578.68",8,6,2,20130801,20130830
"201306020806",0,"0","0.00","0","0.00",1201203,"250167","55549.97","255923","67578.68",8,6,2,20130603,20130628
"201302020806",0,"0","0.00","0","0.00",1201203,"250167","55549.97","255923","67578.68",8,6,2,20130201,20130228
"201312020806",1151681,"241311","53127.36","243458","65048.30",1201203,"250167","55549.97","255923","67578.68",8,6,2,20131202,20131231
"201312020807",1275891,"480292","88860.81","160473","85812.21",1330754,"500032","93437.14","167357","88781.31",8,7,2,20131202,20131231
"201312020901",694169,"224744","44046.61","106291","81880.88",734569,"237981","46786.31","112031","86048.62",9,1,2,20131202,20131231
"201306020902",183816,"50169","10955.12","15246","24810.57",794782,"272784","60398.53","65518","57362.64",9,2,2,20130603,20130628
"201312020902",751070,"257004","56920.68","61490","54171.91",794782,"272784","60398.53","65518","57362.64",9,2,2,20131202,20131231
"201306040302",0,"0","0.00","0","0.00",391536,"45559","23226.71","20215","19062.01",3,2,4,20130603,20130628
"201306040303",921430,"116711","50143.36","67790","62469.98",2197045,"340309","99610.34","128908","103551.62",3,3,4,20130603,20130628
"201306040304",534448,"111144","17751.77","19762","11348.91",970941,"174118","39745.83","61552","18421.55",3,4,4,20130603,20130628
"201306040305",892934,"116787","42847.28","59759","38603.47",1430415,"213814","60482.00","98590","54073.76",3,5,4,20130603,20130628
"201306040306",135080,"11767","8086.52","9610","6137.88",692868,"82674","21389.44","50831","21273.30",3,6,4,20130603,20130628
"201306040307",1070110,"150349","43108.43","81889","64283.50",1560977,"242005","62112.36","98453","77860.24",3,7,4,20130603,20130628
"201306040401",413354,"50413","18091.16","28000","13907.53",1513749,"223321","54488.92","143988","44647.16",4,1,4,20130603,20130628
"201306040402",222530,"66117","8042.56","9768","7683.52",1072667,"179458","53750.56","86186","35422.62",4,2,4,20130603,20130628
"201306040403",1049784,"116814","32685.93","106630","27393.53",2170605,"336381","75206.43","168698","64054.24",4,3,4,20130603,20130628
"201306040404",994182,"167543","61091.74","76733","33742.63",2818773,"454877","125812.81","198639","85754.10",4,4,4,20130603,20130628
"201306040405",121659,"17006","5112.71","9211","2561.20",520677,"50092","21575.88","48308","17148.10",4,5,4,20130603,20130628
"201306040406",390128,"63003","15844.36","31154","12656.99",434797,"70677","17702.90","34668","14020.15",4,6,4,20130603,20130628
"201306040407",434805,"49393","26820.86","33812","13810.65",484590,"54629","29816.75","37995","15281.48",4,7,4,20130603,20130628
"201306040501",1054300,"135832","55583.33","94132","44391.01",1831374,"276474","85615.98","115297","68515.49",5,1,4,20130603,20130628
"201306040502",654942,"115986","27280.62","40767","13554.92",2265115,"370872","94028.72","133225","74147.39",5,2,4,20130603,20130628
"201306040503",693971,"106768","28135.18","51798","25649.83",1374669,"178164","53754.56","103867","87714.32",5,3,4,20130603,20130628
